prompt,clamp_value,word_category,word,token_id,logit_value,baseline_logit,logit_difference,baseline_type,formality,emotion
The best approach would be,4.0,casual_high_emotion,incredibly,9301,-8.792534828186035,-8.792519569396973,-1.52587890625e-05,pipeline,casual,high
The best approach would be,1.0,formal_low_emotion,perhaps,4153,-2.6340599060058594,-2.6340599060058594,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,may,754,-5.634313583374023,-5.634313583374023,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,however,2480,-4.395817756652832,-4.395817756652832,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,therefore,4320,-4.262266635894775,-4.262266635894775,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,consequently,23995,-8.180360794067383,-8.180360794067383,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,moreover,541,-3.1680521965026855,-3.1680521965026855,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,accordingly,17159,-7.918730735778809,-7.918730735778809,0.0,pipeline,formal,low
The best approach would be,1.0,formal_low_emotion,furthermore,2134,-3.8751513957977295,-3.8751513957977295,0.0,pipeline,formal,low
The best approach would be,1.0,formal_high_emotion,profoundly,29160,-12.648835182189941,-12.648835182189941,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,devastated,27668,-11.786552429199219,-11.786552429199219,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,magnificent,16773,-10.788664817810059,-10.788664817810059,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,appalling,573,-4.261016368865967,-4.261016368865967,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,extraordinary,10035,-8.896245956420898,-8.896245956420898,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,overwhelming,11734,-5.396991729736328,-5.396991729736328,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,catastrophic,24769,-9.788272857666016,-9.788272857666016,0.0,pipeline,formal,high
The best approach would be,1.0,formal_high_emotion,triumphant,15511,-9.740233421325684,-9.740233421325684,0.0,pipeline,formal,high
The best approach would be,1.0,casual_low_emotion,yeah,12191,-6.400968074798584,-6.400968074798584,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,okay,10989,-6.896812438964844,-6.896812438964844,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,kinda,21775,-4.753157615661621,-4.753157615661621,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,basically,8087,-1.9835700988769531,-1.9835700988769531,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,anyway,8668,-3.9833431243896484,-3.9833431243896484,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,whatever,5193,-3.5527169704437256,-3.5527169704437256,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,guess,5310,-8.073022842407227,-8.073022842407227,0.0,pipeline,casual,low
The best approach would be,1.0,casual_low_emotion,stuff,4269,-6.817241668701172,-6.817241668701172,0.0,pipeline,casual,low
The best approach would be,1.0,casual_high_emotion,OMG,21978,-6.210175037384033,-6.210175037384033,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,totally,7110,-3.8732125759124756,-3.8732125759124756,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,literally,8642,-2.0676002502441406,-2.0676002502441406,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,seriously,7580,-7.173571586608887,-7.173571586608887,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,honestly,14483,-3.365665912628174,-3.365665912628174,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,really,1196,-2.4605941772460938,-2.4605941772460938,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,absolutely,6270,-4.405916213989258,-4.405916213989258,0.0,pipeline,casual,high
The best approach would be,1.0,casual_high_emotion,incredibly,9301,-8.792519569396973,-8.792519569396973,0.0,pipeline,casual,high
The best approach would be,4.0,formal_low_emotion,perhaps,4153,-2.6341662406921387,-2.6340599060058594,-0.00010633468627929688,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,may,754,-5.633949279785156,-5.634313583374023,0.0003643035888671875,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,however,2480,-4.395883083343506,-4.395817756652832,-6.532669067382812e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,therefore,4320,-4.262351989746094,-4.262266635894775,-8.535385131835938e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,consequently,23995,-8.180238723754883,-8.180360794067383,0.0001220703125,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,moreover,541,-3.1681251525878906,-3.1680521965026855,-7.295608520507812e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,accordingly,17159,-7.918664932250977,-7.918730735778809,6.580352783203125e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,furthermore,2134,-3.875640869140625,-3.8751513957977295,-0.0004894733428955078,pipeline,formal,low
The best approach would be,4.0,formal_high_emotion,profoundly,29160,-12.649101257324219,-12.648835182189941,-0.00026607513427734375,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,devastated,27668,-11.786598205566406,-11.786552429199219,-4.57763671875e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,magnificent,16773,-10.788532257080078,-10.788664817810059,0.00013256072998046875,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,appalling,573,-4.260868549346924,-4.261016368865967,0.00014781951904296875,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,extraordinary,10035,-8.896159172058105,-8.896245956420898,8.678436279296875e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,overwhelming,11734,-5.397034168243408,-5.396991729736328,-4.2438507080078125e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,catastrophic,24769,-9.788179397583008,-9.788272857666016,9.34600830078125e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,triumphant,15511,-9.740270614624023,-9.740233421325684,-3.719329833984375e-05,pipeline,formal,high
The best approach would be,4.0,casual_low_emotion,yeah,12191,-6.400903701782227,-6.400968074798584,6.437301635742188e-05,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,okay,10989,-6.89652681350708,-6.896812438964844,0.0002856254577636719,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,kinda,21775,-4.752935409545898,-4.753157615661621,0.00022220611572265625,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,basically,8087,-1.98323392868042,-1.9835700988769531,0.0003361701965332031,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,anyway,8668,-3.9835782051086426,-3.9833431243896484,-0.00023508071899414062,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,whatever,5193,-3.5528008937835693,-3.5527169704437256,-8.392333984375e-05,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,guess,5310,-8.073352813720703,-8.073022842407227,-0.0003299713134765625,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,stuff,4269,-6.816600799560547,-6.817241668701172,0.000640869140625,pipeline,casual,low
The best approach would be,4.0,casual_high_emotion,OMG,21978,-6.210152626037598,-6.210175037384033,2.2411346435546875e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,totally,7110,-3.8726577758789062,-3.8732125759124756,0.0005548000335693359,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,literally,8642,-2.0676865577697754,-2.0676002502441406,-8.630752563476562e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,seriously,7580,-7.173389434814453,-7.173571586608887,0.00018215179443359375,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,honestly,14483,-3.3655898571014404,-3.365665912628174,7.605552673339844e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,really,1196,-2.460916757583618,-2.4605941772460938,-0.00032258033752441406,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,absolutely,6270,-4.405825614929199,-4.405916213989258,9.059906005859375e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,incredibly,9301,-8.792534828186035,-8.792519569396973,-1.52587890625e-05,pipeline,casual,high
The best approach would be,15.0,formal_low_emotion,perhaps,4153,-2.6343295574188232,-2.6340599060058594,-0.0002696514129638672,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,may,754,-5.631872653961182,-5.634313583374023,0.002440929412841797,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,however,2480,-4.3946943283081055,-4.395817756652832,0.0011234283447265625,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,therefore,4320,-4.264019012451172,-4.262266635894775,-0.0017523765563964844,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,consequently,23995,-8.180132865905762,-8.180360794067383,0.00022792816162109375,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,moreover,541,-3.1680991649627686,-3.1680521965026855,-4.696846008300781e-05,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,accordingly,17159,-7.918560981750488,-7.918730735778809,0.0001697540283203125,pipeline,formal,low
The best approach would be,15.0,formal_low_emotion,furthermore,2134,-3.8775346279144287,-3.8751513957977295,-0.0023832321166992188,pipeline,formal,low
The best approach would be,15.0,formal_high_emotion,profoundly,29160,-12.65060043334961,-12.648835182189941,-0.0017652511596679688,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,devastated,27668,-11.787281036376953,-11.786552429199219,-0.000728607177734375,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,magnificent,16773,-10.790111541748047,-10.788664817810059,-0.0014467239379882812,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,appalling,573,-4.260276794433594,-4.261016368865967,0.0007395744323730469,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,extraordinary,10035,-8.896971702575684,-8.896245956420898,-0.0007257461547851562,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,overwhelming,11734,-5.398200988769531,-5.396991729736328,-0.001209259033203125,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,catastrophic,24769,-9.78831672668457,-9.788272857666016,-4.38690185546875e-05,pipeline,formal,high
The best approach would be,15.0,formal_high_emotion,triumphant,15511,-9.739763259887695,-9.740233421325684,0.00047016143798828125,pipeline,formal,high
The best approach would be,15.0,casual_low_emotion,yeah,12191,-6.401336669921875,-6.400968074798584,-0.0003685951232910156,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,okay,10989,-6.895709991455078,-6.896812438964844,0.001102447509765625,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,kinda,21775,-4.751720428466797,-4.753157615661621,0.0014371871948242188,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,basically,8087,-1.9818533658981323,-1.9835700988769531,0.0017167329788208008,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,anyway,8668,-3.983799934387207,-3.9833431243896484,-0.00045680999755859375,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,whatever,5193,-3.5516602993011475,-3.5527169704437256,0.001056671142578125,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,guess,5310,-8.075336456298828,-8.073022842407227,-0.0023136138916015625,pipeline,casual,low
The best approach would be,15.0,casual_low_emotion,stuff,4269,-6.814603805541992,-6.817241668701172,0.0026378631591796875,pipeline,casual,low
The best approach would be,15.0,casual_high_emotion,OMG,21978,-6.209662914276123,-6.210175037384033,0.0005121231079101562,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,totally,7110,-3.870680809020996,-3.8732125759124756,0.002531766891479492,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,literally,8642,-2.06703519821167,-2.0676002502441406,0.0005650520324707031,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,seriously,7580,-7.172636985778809,-7.173571586608887,0.000934600830078125,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,honestly,14483,-3.3645741939544678,-3.365665912628174,0.0010917186737060547,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,really,1196,-2.4612269401550293,-2.4605941772460938,-0.0006327629089355469,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,absolutely,6270,-4.405667304992676,-4.405916213989258,0.00024890899658203125,pipeline,casual,high
The best approach would be,15.0,casual_high_emotion,incredibly,9301,-8.792940139770508,-8.792519569396973,-0.00042057037353515625,pipeline,casual,high
